FID,straatnaam,huisnummer,huisletter,toevoeging,woonplaats,postcode,geom
inspireadressen.245,Buitenkerk,54,c,,Bodegraven,2411PC,POINT (110589.58350000001 456003.0815)
inspireadressen.246,Buitenkerk,54,d,,Bodegraven,2411PC,POINT (110588.13473023214 456025.9302870933)
inspireadressen.247,Buitenkerk,54,e,,Bodegraven,2411PC,POINT (110586.28075304824 456047.3120308674)
inspireadressen.248,Buitenkerk,54,i,,Bodegraven,2411PC,POINT (110575.18478554276 456153.6972652554)
inspireadressen.249,Dammekant,9,a,,Bodegraven,2411CA,POINT (110553.42199782736 455971.7930029141)
inspireadressen.250,Dammekant,59,a,,Bodegraven,2411CB,POINT (110509.48474829033 456442.55996167444)
inspireadressen.251,Noordzijde,124,b,,Bodegraven,2411RG,POINT (113027.10967475871 455028.00404894724)
inspireadressen.252,Buitenkerk,54,f,,Bodegraven,2411PC,POINT (110583.33020172709 456074.98047744046)
inspireadressen.253,Buitenkerk,54,h,,Bodegraven,2411PC,POINT (110579.16098411988 456133.1432147413)
inspireadressen.254,Buitenkerk,54,g,,Bodegraven,2411PC,POINT (110581.1685 456099.03450000007)
inspireadressen.255,Meije,84,,,Bodegraven,2411PL,POINT (112627.43350000003 458512.4435)
inspireadressen.256,Meije,120,,,Bodegraven,2411PM,POINT (113324.195320682 458823.1156019102)
inspireadressen.257,Otweg,100,,,Boskoop,2771VZ,POINT (105070.01216700065 455567.6569674725)
inspireadressen.258,Otweg,102,,,Boskoop,2771VZ,POINT (105053.43037573302 455569.27221025905)
inspireadressen.259,Otweg,104,,,Boskoop,2771VZ,POINT (105034.764654321 455568.7289012346)
inspireadressen.260,Otweg,106,,,Boskoop,2771VZ,POINT (105015.33571328236 455570.79345770786)
inspireadressen.261,Otweg,108,,,Boskoop,2771VZ,POINT (104994.68110935895 455572.33401461004)
inspireadressen.262,Otweg,110,,,Boskoop,2771VZ,POINT (104973.46521514554 455573.10192193027)
inspireadressen.263,Otweg,112,,,Boskoop,2771VZ,POINT (104949.33922004257 455574.73584698624)
inspireadressen.264,Otweg,114,,,Boskoop,2771VZ,POINT (104923.95306210191 455576.8489117085)
inspireadressen.265,Otweg,116,,,Boskoop,2771VZ,POINT (104903.20458674127 455577.7100101457)
inspireadressen.266,Otweg,118,,,Boskoop,2771VZ,POINT (104879.5786082248 455578.86734386545)
inspireadressen.267,Otweg,120,,,Boskoop,2771VZ,POINT (104856.3968300521 455580.3088595607)
inspireadressen.268,Otweg,122,,,Boskoop,2771VZ,POINT (104839.23293489643 455581.8910127306)
inspireadressen.269,Otweg,124,,,Boskoop,2771VZ,POINT (104822.88976540581 455583.070054187)
inspireadressen.270,Otweg,126,,,Boskoop,2771VZ,POINT (104769.08824960455 455589.61410062277)
inspireadressen.271,Otweg,128,,,Boskoop,2771VZ,POINT (104745.65870322734 455594.68832735356)
inspireadressen.272,Otweg,130,,,Boskoop,2771VZ,POINT (104719.15927900397 455597.74636076996)
inspireadressen.273,Otweg,132,,,Boskoop,2771VZ,POINT (104684.78274380854 455601.21293027175)
inspireadressen.274,Otweg,134,,,Boskoop,2771VZ,POINT (104665.57271682557 455601.89924894937)
inspireadressen.275,Otweg,136,,,Boskoop,2771VZ,POINT (104640.4137518957 455604.6581113207)
inspireadressen.276,Otweg,138,,,Boskoop,2771VZ,POINT (104611.04341186886 455604.6796935136)
inspireadressen.277,Otweg,140,,,Boskoop,2771VZ,POINT (104590.44692702488 455601.66178482916)
inspireadressen.278,Otweg,142,,,Boskoop,2771VZ,POINT (104511.19036330892 455613.59344161634)
inspireadressen.279,Otweg,144,,,Boskoop,2771VZ,POINT (104484.90573618923 455614.4433441664)
inspireadressen.280,Zuidwijk,18,A,,Boskoop,2771CC,POINT (105845.45860498921 453997.2348752701)
inspireadressen.281,Maarland Noordzijde,82,a,,Brielle,3231CH,POINT (70709.07364845503 435957.6397200763)
inspireadressen.282,Maarland Noordzijde,80,a,,Brielle,3231CH,POINT (70723.79350919765 435964.85801621445)
inspireadressen.283,Bermweg,328,,,Capelle aan den IJssel,2907LA,POINT (99579.733397378 439113.4561510003)
inspireadressen.284,Bermweg,356,A,,Capelle aan den IJssel,2907LB,POINT (99718.85362532367 439231.3496912617)
inspireadressen.285,Bermweg,506,A,,Capelle aan den IJssel,2907LE,POINT (100236.07892138106 439682.66089512006)
inspireadressen.286,Bermweg,498,A,,Capelle aan den IJssel,2907LE,POINT (100159.37332294445 439618.4058046983)
inspireadressen.287,Kalverbos,12,,,Delft,2611XW,POINT (83863.09066666666 448147.7646312159)
inspireadressen.288,Kanaal van Steenenhoek nz,10,,,Gorinchem,4203NR,POINT (125922.60310653101 427069.9374083905)
inspireadressen.289,Nijverheidstraat,20,,,Capelle aan den IJssel,2901AR,POINT (98286.41282558278 435939.103164185)
inspireadressen.290,Kantoorgracht,73,A,,Delft,2611PE,POINT (84292.26870244919 448123.5068080604)
inspireadressen.291,De Nieuwe Haven,5,,,Delft,2628AE,POINT (85010.26 446135.62049999996)
inspireadressen.292,Zuidergracht,1,,,Delft,2611WH,POINT (84859.98000000001 447293.98749999993)
inspireadressen.293,Zuidergracht,2,,,Delft,2611WH,POINT (84873.74049999997 447304.62)
inspireadressen.294,Zuidergracht,3,,,Delft,2611WH,POINT (84891.17650000003 447316.8145000001)
inspireadressen.295,Zuidergracht,4,,,Delft,2611WH,POINT (84907.43800000001 447327.535)
inspireadressen.296,Zuidergracht,5,,,Delft,2611WH,POINT (84919.6085 447335.9135000001)
inspireadressen.297,Zuidergracht,6,,,Delft,2611WH,POINT (84934.0975 447345.04999999993)
inspireadressen.298,Zuidergracht,7,,,Delft,2611WH,POINT (84951.644 447356.467)
inspireadressen.299,Zuidergracht,8,,,Delft,2611WH,POINT (84968.047 447367.1395)
inspireadressen.300,Zuidergracht,9,,,Delft,2611WH,POINT (84982.6335 447375.296)
inspireadressen.301,Zuidergracht,10,,,Delft,2611WH,POINT (85000.7505 447386.27849999996)
inspireadressen.302,Zuidergracht,11,,,Delft,2611WH,POINT (85013.8545 447394.42050000007)
inspireadressen.303,Zuidergracht,12,,,Delft,2611WH,POINT (85027.199 447401.506)
inspireadressen.304,Zuidergracht,13,,,Delft,2611WH,POINT (85041.9815 447410.9390000001)
inspireadressen.305,Rotterdamseweg,472,C,,Delft,2629HJ,POINT (85922.61641045315 443831.93363979156)
inspireadressen.306,Kalverbos,18,,,Delft,2611XW,POINT (83861.40355574578 448101.7633863284)
inspireadressen.307,Kalverbos,10,,,Delft,2611XW,POINT (83869.98734140459 448169.1055555051)
inspireadressen.308,Kalverbos,14,,,Delft,2611XW,POINT (83860.34654454232 448133.0309626783)
inspireadressen.309,Kalverbos,16,,,Delft,2611XW,POINT (83858.70575470032 448118.38532291335)
inspireadressen.310,Nieuwe Plantage,124,,,Delft,2611XV,POINT (83874.90305734656 448248.8430481722)
inspireadressen.311,Nieuwe Plantage,122,,,Delft,2611XV,POINT (83861.58547433896 448279.28965364926)
inspireadressen.312,Nieuwe Plantage,123,,,Delft,2611XV,POINT (83868.84873428244 448262.64246686874)
inspireadressen.313,Nieuwe Plantage,121,,,Delft,2611XV,POINT (83853.84180713477 448295.30603614333)
inspireadressen.314,Badweg,16,,,Dordrecht,3312AB,POINT (107298.75185506947 425377.50261854555)
inspireadressen.315,Badweg,18,,,Dordrecht,3312AB,POINT (107323.09420074821 425380.94777618465)
inspireadressen.316,Badweg,14,,,Dordrecht,3312AB,POINT (107185.3045331109 425514.3363142426)
inspireadressen.317,Badweg,20,,,Dordrecht,3312AB,POINT (107338.64671473873 425381.87408218486)
inspireadressen.318,Badweg,8,,,Dordrecht,3312AB,POINT (107079.63902788762 425422.9214248098)
inspireadressen.319,Badweg,8,A,,Dordrecht,3312AB,POINT (107110.34635404739 425469.4565497389)
inspireadressen.320,Badweg,8,B,,Dordrecht,3312AB,POINT (107118.10023866277 425492.4417203384)
inspireadressen.321,Hooikade,3,,,Dordrecht,3311CD,POINT (104811.11312162041 425464.22201238753)
inspireadressen.322,Noordendijk,288,,,Dordrecht,3312AM,POINT (106851.50356514657 424948.0973664072)
inspireadressen.323,Oostdijk,2,,,Dordrecht,3329KB,POINT (110604.98232996964 421287.3160308021)
inspireadressen.324,Noordendijk,300,,,Dordrecht,3312AM,POINT (106842.79220347134 424919.4747254659)
inspireadressen.325,Noordendijk,308,,,Dordrecht,3312AM,POINT (106862.2051896706 424901.45777650963)
inspireadressen.326,Noordendijk,316,,,Dordrecht,3312AM,POINT (106887.66278932875 424913.255717835)
inspireadressen.327,Noordendijk,344,,,Dordrecht,3312AM,POINT (106864.82609442374 424966.84018644615)
inspireadressen.328,Noordendijk,362,,,Dordrecht,3312AM,POINT (106980.58960322995 425017.69630861917)
inspireadressen.329,Rijksstraatweg,365,,,Dordrecht,3316EG,POINT (102455.79229703627 414954.68662205845)
inspireadressen.330,Badweg,2,,,Dordrecht,3312AB,POINT (106950.71955406947 425564.2751363445)
inspireadressen.331,Maasstraat,14,,,Dordrecht,3313CR,POINT (106580.67499999997 425843.04750000004)
inspireadressen.332,Paardenwater,19,,,Gorinchem,4201KM,POINT (126596.52700000002 427385.067)
inspireadressen.333,Paardenwater,17,,,Gorinchem,4201KM,POINT (126578.60149999999 427385.6534999999)
inspireadressen.334,Stationsweg,2,,,Gorinchem,4205AA,POINT (125998.93359797167 427153.3128201855)
inspireadressen.335,Kanaal van Steenenhoek nz,5,,,Gorinchem,4203NR,POINT (125807.65100000001 426946.903)
inspireadressen.336,Kanaal van Steenenhoek nz,3,,,Gorinchem,4203NR,POINT (125757.54650000003 426934.8169999999)
inspireadressen.337,Kanaal van Steenenhoek zz,6,,,Gorinchem,4202LS,POINT (125888.329 426950.8755)
inspireadressen.338,Kanaal van Steenenhoek zz,8,,,Gorinchem,4202LS,POINT (125854.28966365257 426911.8114974)
inspireadressen.339,Kanaal van Steenenhoek nz,6,,,Gorinchem,4203NR,POINT (125848.56099999999 426976.01199999993)
inspireadressen.340,Kanaal van Steenenhoek zz,1,,,Gorinchem,4202LS,POINT (125952.3926927755 427022.3197505843)
inspireadressen.341,Kanaal van Steenenhoek zz,15,,,Gorinchem,4202LS,POINT (125677.877234845 426882.910467432)
inspireadressen.342,Kanaal van Steenenhoek zz,14,,,Gorinchem,4202LS,POINT (125702.65250000001 426884.5005000001)
inspireadressen.343,Kanaal van Steenenhoek zz,13,,,Gorinchem,4202LS,POINT (125725.51199999997 426888.186)
inspireadressen.344,Kanaal van Steenenhoek nz,1,,,Gorinchem,4203NR,POINT (125709.2586971233 426925.0065128676)
inspireadressen.345,Kanaal van Steenenhoek nz,2,,,Gorinchem,4203NR,POINT (125735.70699999997 426929.49350000004)
inspireadressen.346,Kanaal van Steenenhoek nz,11,,,Gorinchem,4203NR,POINT (125934.2975 427085.77200000006)
inspireadressen.347,Kanaal van Steenenhoek nz,8,,,Gorinchem,4203NR,POINT (125891.86999999998 427033.3635)
inspireadressen.348,Kanaal van Steenenhoek nz,7,,,Gorinchem,4203NR,POINT (125871.76299999999 427010.311)
inspireadressen.349,Kanaal van Steenenhoek zz,3,,,Gorinchem,4202LS,POINT (125931.3155832966 427000.46988227713)
inspireadressen.350,Kanaal van Steenenhoek zz,4,,,Gorinchem,4202LS,POINT (125919.52162049063 426985.2783720755)
inspireadressen.351,Kanaal van Steenenhoek zz,5,,,Gorinchem,4202LS,POINT (125904.73809927824 426967.5373529546)
inspireadressen.352,Kanaal van Steenenhoek zz,7,,,Gorinchem,4202LS,POINT (125870.96136703803 426927.05356782646)
inspireadressen.353,Kanaal van Steenenhoek zz,11,,,Gorinchem,4202LS,POINT (125778.39849999997 426897.47800000006)
inspireadressen.354,Kanaal van Steenenhoek zz,10,,,Gorinchem,4202LS,POINT (125806.47978227951 426902.10216406314)
inspireadressen.355,Kanaal van Steenenhoek zz,9,,,Gorinchem,4202LS,POINT (125836.43267822414 426906.969504888)
inspireadressen.356,Kanaal van Steenenhoek nz,4,,,Gorinchem,4203NR,POINT (125779.81999999999 426937.6255)
inspireadressen.357,Kleine Landtong,7,,,Gorinchem,4201HL,POINT (126055.0773996209 427131.0585871739)
inspireadressen.358,Stationsweg,8,,,Gorinchem,4205AA,POINT (126045.82460965286 427190.813423436)
inspireadressen.359,Stationsweg,16,,,Gorinchem,4205AA,POINT (126132.9196280439 427250.52737198985)
inspireadressen.360,Stationsweg,48,,,Gorinchem,4205AA,POINT (126351.27849999999 427411.6215)
inspireadressen.361,Paardenwater,15,,,Gorinchem,4201KM,POINT (126548.96149999996 427382.3344999999)
inspireadressen.362,Paardenwater,13,,,Gorinchem,4201KM,POINT (126552.55869723864 427363.8426990952)
inspireadressen.363,Paardenwater,21,,,Gorinchem,4201KM,POINT (126548.19750000005 427394.963)
inspireadressen.364,Paardenwater,11,,,Gorinchem,4201KM,POINT (126557.06281893661 427337.8906962766)
inspireadressen.365,Kleine Landtong,11,,,Gorinchem,4201HL,POINT (126139.52583402005 427192.2356855556)
inspireadressen.366,Stationsweg,6,,,Gorinchem,4205AA,POINT (126028.04568448014 427177.4791718455)
inspireadressen.367,Stationsweg,4,,,Gorinchem,4205AA,POINT (126015.80050000003 427165.516)
inspireadressen.368,Kleine Landtong,9,,,Gorinchem,4201HL,POINT (126070.11099999998 427141.11199999996)
inspireadressen.369,Stationsweg,10,,,Gorinchem,4205AA,POINT (126061.0317767214 427200.9740741769)
inspireadressen.370,Stationsweg,12,,,Gorinchem,4205AA,POINT (126079.09549999997 427212.4695)
inspireadressen.371,Stationsweg,14,,,Gorinchem,4205AA,POINT (126096.84200000002 427222.51849999995)
inspireadressen.372,Stationsweg,14,a,,Gorinchem,4205AA,POINT (126113.60411881222 427235.5589237349)
inspireadressen.373,Stationsweg,20,,,Gorinchem,4205AA,POINT (126172.57128379401 427279.9616574203)
inspireadressen.374,Stationsweg,26,,,Gorinchem,4205AA,POINT (126243.35449999999 427333.77300000004)
inspireadressen.375,Stationsweg,46,a,,Gorinchem,4205AA,POINT (126312.75150000003 427379.66049999994)
inspireadressen.376,Stationsweg,36,,,Gorinchem,4205AA,POINT (126282.7644488089 427362.75206605595)
inspireadressen.377,Paardenwater,9,,,Gorinchem,4201KM,POINT (126578.86668952754 427320.7879982916)
inspireadressen.378,Paardenwater,7,,,Gorinchem,4201KM,POINT (126592.0792625798 427306.2412215177)
inspireadressen.379,Vijfde Uitgang,1,c,,Gorinchem,4201XH,POINT (126786.16466117739 427181.37806031964)
inspireadressen.380,Vijfde Uitgang,1,d,,Gorinchem,4201XH,POINT (126792.02298717792 427180.3811417461)
inspireadressen.381,Stationsweg,24,b,,Gorinchem,4205AA,POINT (126227.32083142444 427314.8479822931)
inspireadressen.382,Stationsweg,30,,,Gorinchem,4205AA,POINT (126263.11202919102 427347.4672999324)
inspireadressen.383,Stationsweg,24,,,Gorinchem,4205AA,POINT (126205.88062465479 427302.106578516)
inspireadressen.384,Stationsweg,34,,,Gorinchem,4205AA,POINT (126300.036 427368.9365)
inspireadressen.385,Stationsweg,42,,,Gorinchem,4205AA,POINT (126305.86849999997 427380.206)
inspireadressen.386,Stationsweg,46,,,Gorinchem,4205AA,POINT (126330.09480348058 427393.7618170159)
inspireadressen.387,Stationsweg,50,,,Gorinchem,4205AA,POINT (126369.54277631952 427429.4138044265)
inspireadressen.388,Stationsweg,52,,,Gorinchem,4205AA,POINT (126397.92499999999 427450.727)
inspireadressen.389,Paardenwater,3,,,Gorinchem,4201KM,POINT (126593.10800000002 427261.28699999995)
inspireadressen.390,Paardenwater,5,,,Gorinchem,4201KM,POINT (126590.94450000001 427287.0715)
inspireadressen.391,Kanaal van Steenenhoek zz,12,,,Gorinchem,4202LS,POINT (125749.62830272294 426893.31998609734)
inspireadressen.392,Kanaal van Steenenhoek zz,16,,,Gorinchem,4202LS,POINT (125653.33649999999 426884.7174999999)
inspireadressen.393,Kanaal van Steenenhoek nz,12,,,Gorinchem,4203NR,POINT (125947.96 427100.716)
inspireadressen.394,Kanaal van Steenenhoek nz,9,,,Gorinchem,4203NR,POINT (125906.71200000001 427051.34349999996)
inspireadressen.395,Kleine Landtong,5,,,Gorinchem,4201HL,POINT (126036.51599999999 427116.4625)
inspireadressen.396,Houtmansgracht,18,,,Gouda,2801XC,POINT (108748.79481749902 447470.481226124)
inspireadressen.397,Spijksedijk,6,c,,Gorinchem,4207GN,POINT (126893.66421114882 427450.306899555)
inspireadressen.398,Spijksedijk,6,a,,Gorinchem,4207GN,POINT (126912.55599999998 427461.0895)
inspireadressen.399,Spijksedijk,6,b,,Gorinchem,4207GN,POINT (126890.84350000002 427479.901)
inspireadressen.400,Ondervloed,1,,,Gorinchem,4201LD,POINT (126770.44073158586 427185.3063186795)
inspireadressen.401,Ondervloed,3,,,Gorinchem,4201LD,POINT (126772.33526841398 427207.6201813315)
inspireadressen.402,Ondervloed,5,,,Gorinchem,4201LD,POINT (126773.93350000001 427234.64849999995)
inspireadressen.403,Stationsweg,18,,,Gorinchem,4205AA,POINT (126146.24532911331 427265.59333139664)
inspireadressen.404,Stationsweg,22,,,Gorinchem,4205AA,POINT (126189.54849999999 427292.311)
inspireadressen.405,Stationsweg,24,a,,Gorinchem,4205AA,POINT (126216.6859373078 427309.0958472868)
inspireadressen.406,Buiten de Waterpoort,10,,,Gorinchem,4201CS,POINT (126076.02732590678 426553.34600519954)
inspireadressen.407,Ondervloed,7,,,Gorinchem,4201LD,POINT (126773.0875 427262.0825)
inspireadressen.408,Goudseweg,70,,,Gouda,2808NK,POINT (109471.96437559735 446218.50056449894)
inspireadressen.409,Goudseweg,78,,,Gouda,2808NK,POINT (109492.84757133215 446202.1368095203)
inspireadressen.410,Goejanverwelledijk,44,,,Gouda,2807CC,POINT (110645.24923737839 446517.42570778937)
inspireadressen.411,Houtmansgracht,17,,,Gouda,2801XC,POINT (108738.38822521435 447489.0589905343)
inspireadressen.412,Houtmansgracht,19,,,Gouda,2801XC,POINT (108782.47367371379 447415.13202319306)
inspireadressen.413,Kattensingel,100,,,Gouda,2801CH,POINT (108353.87382318874 447590.7027488525)
inspireadressen.414,Kattensingel,101,,,Gouda,2801CH,POINT (108310.63125185091 447551.92208283424)
inspireadressen.415,Kattensingel,102,,,Gouda,2801CH,POINT (108294.51460740918 447537.23568963807)
inspireadressen.416,Regentesseplantsoen,55,,,Gouda,2801CJ,POINT (108194.32828998163 447409.0970897017)
inspireadressen.417,Regentesseplantsoen,56,,,Gouda,2801CJ,POINT (108179.59510568877 447395.70027788496)
inspireadressen.418,Regentesseplantsoen,57,,,Gouda,2801CJ,POINT (108156.8707278217 447375.6416290721)
inspireadressen.419,Regentesseplantsoen,58,,,Gouda,2801CJ,POINT (108140.75658442339 447361.7615950124)
inspireadressen.420,Regentesseplantsoen,59,,,Gouda,2801CJ,POINT (108118.43943987592 447338.1852947762)
inspireadressen.421,Regentesseplantsoen,60,,,Gouda,2801CJ,POINT (108094.25531451129 447311.02380178147)
inspireadressen.422,Regentesseplantsoen,61,,,Gouda,2801CJ,POINT (108082.13403491648 447290.24190345366)
inspireadressen.423,Jaagpad,70,,,Gouda,2802BA,POINT (107649.53687481103 447234.45445002586)
inspireadressen.424,Jaagpad,71,,,Gouda,2802BA,POINT (107674.45441229072 447213.4932941978)
inspireadressen.425,Jaagpad,72,,,Gouda,2802BA,POINT (107691.71292487098 447196.3886689593)
inspireadressen.426,Jaagpad,73,,,Gouda,2802BA,POINT (107708.08786021678 447178.8168120661)
inspireadressen.427,Jaagpad,74,,,Gouda,2802BA,POINT (107750.50359035374 447135.6323834919)
inspireadressen.428,Jaagpad,75,,,Gouda,2802BA,POINT (107763.31255650414 447124.8455194369)
inspireadressen.429,Jaagpad,76,,,Gouda,2802BA,POINT (107776.8396264528 447114.45479180076)
inspireadressen.430,Jaagpad,77,,,Gouda,2802BA,POINT (107794.12717896902 447106.75939049595)
inspireadressen.431,Jaagpad,78,,,Gouda,2802BA,POINT (107817.03669945679 447102.8684975951)
inspireadressen.432,Jaagpad,79,,,Gouda,2802BA,POINT (107843.9639606328 447105.5065482176)
inspireadressen.433,Vest,252,p,,Gouda,2801TZ,POINT (108362.93300889207 446772.2015545061)
inspireadressen.434,Vosselaan,57,,,Hillegom,2181CB,POINT (100847.018938894 478871.49196265877)
inspireadressen.435,Onder de Boompjes,94,,,Gouda,2802AX,POINT (107571.40485033789 447229.0173872005)
inspireadressen.436,Onder de Boompjes,96,,,Gouda,2802AX,POINT (107553.5175114803 447226.847429988)
inspireadressen.437,Onder de Boompjes,98,,,Gouda,2802AX,POINT (107536.35260461002 447221.66448773904)
inspireadressen.438,Onder de Boompjes,100,,,Gouda,2802AX,POINT (107518.49617527596 447216.46871773433)
inspireadressen.439,Onder de Boompjes,102,,,Gouda,2802AX,POINT (107500.47223623503 447210.10798593424)
inspireadressen.440,Onder de Boompjes,104,,,Gouda,2802AX,POINT (107484.88641957993 447203.0761385824)
inspireadressen.441,Onder de Boompjes,106,,,Gouda,2802AX,POINT (107467.91110722855 447198.05196206196)
inspireadressen.442,Onder de Boompjes,108,,,Gouda,2802AX,POINT (107450.6335149342 447191.5276138817)
inspireadressen.443,Onder de Boompjes,110,,,Gouda,2802AX,POINT (107435.77815652397 447186.14612761594)
inspireadressen.444,Onder de Boompjes,112,,,Gouda,2802AX,POINT (107418.90263260719 447180.1977129093)
inspireadressen.445,Onder de Boompjes,114,,,Gouda,2802AX,POINT (107400.56593529551 447175.9133129282)
inspireadressen.446,Vest,252,t,,Gouda,2801TZ,POINT (108205.65615674593 446874.04137883935)
inspireadressen.447,Vest,252,c,,Gouda,2801TZ,POINT (108388.17202232264 446739.7218650159)
inspireadressen.448,Vest,252,d,,Gouda,2801TZ,POINT (108557.87781287153 446697.7646866345)
inspireadressen.449,Vest,252,a,,Gouda,2801TZ,POINT (108540.28909090364 446738.5383018955)
inspireadressen.450,Goudkade,50,,,Gouda,2802AA,POINT (107185.82401094891 447460.12569508224)
